W3.ID,City/Region (S6.1),State/Province,State/Country (S6.2),Year (S8.2),Country Population,Population Million,Climate Pattern,Precipitation ,Temperature C ,Area (km2),Pop. Density,Household Size ,Urbanization (%),Expense (% of GDP),Unemployment (%),Age (15-64) %,Age (65+) %,Per Capita Energy Demand ,Energy Demand  (Million kWh) ,Country GDP/Capita 2015 $ ,Service,Service GDP%,Education Index (HDI) ,Sustainability Index,Waste Regulations 
953,,,Sweden,2006, 9.08 ,9.086,Dfc,f,Dc," 410,340 ",22.1,2.20,84.43,45.34,7.07,65.26,17.40," 15,892 "," 144,304 "," 47,865 ",62.1,70.5,0.85,85.61,Yes
954,,,Sweden,2007, 9.15 ,9.139,Dfc,f,Dc," 410,340 ",22.3,2.20,84.59,44.91,6.16,65.33,17.55," 15,784 "," 144,389 "," 49,145 ",61.7,70.5,0.85,85.61,Yes
955,,,Sweden,2008, 9.22 ,9.229,Dfc,f,Dc," 410,340 ",22.5,2.20,84.75,45.16,6.23,65.43,17.75," 15,458 "," 142,521 "," 48,544 ",62.5,71.1,0.84,85.61,Yes
956,,,Sweden,2009, 9.30 ,9.301,Dfc,f,Dc," 410,340 ",22.7,2.20,84.90,47.57,8.35,65.43,17.97," 14,651 "," 136,235 "," 46,043 ",64.4,71.1,0.85,85.61,Yes
957,,,Sweden,2010, 9.38 ,9.388,Dfc,f,Dc," 410,340 ",22.9,2.20,85.06,46.90,8.61,65.27,18.22," 15,524 "," 145,582 "," 48,370 ",62.8,71.1,0.85,85.61,Yes
958,,,Sweden,2011, 9.45 ,9.444,Dfc,f,Dc," 410,340 ",23.0,2.20,85.30,46.48,7.80,64.99,18.50," 14,628 "," 138,225 "," 49,540 ",63.3,71.1,0.85,85.61,Yes
959,,,Sweden,2012, 9.52 ,9.524,Dfc,f,Dc," 407,340 ",23.4,2.20,85.62,46.89,7.98,64.56,18.81," 14,842 "," 141,283 "," 48,886 ",64.2,71.1,0.85,85.61,Yes
960,,,Sweden,2013, 9.60 ,9.607,Dfc,f,Dc," 407,340 ",23.6,2.20,85.94,47.04,8.05,64.04,19.12," 14,362 "," 137,885 "," 49,049 ",65.2,73.5,0.91,85.61,Yes
961,,,Sweden,2014, 9.70 ,9.695,Dfc,f,Dc," 407,310 ",23.8,2.20,86.25,46.81,7.95,63.52,19.39," 13,652 "," 132,376 "," 49,855 ",65.7,73.5,0.91,85.61,Yes
962,,,Sweden,2015, 9.80 ,9.805,Dfc,f,Dc," 407,310 ",24.1,2.20,86.55,46.04,7.43,63.10,19.61," 13,755 "," 134,789 "," 51,545 ",65.3,73.5,0.91,85.61,Yes
963,,,Sweden,2016, 9.92 ,9.931,Dfc,f,Dc," 407,310 ",24.4,2.20,86.85,45.86,6.99,62.77,19.84," 14,026 "," 139,183 "," 51,956 ",65.5,73.5,0.91,85.61,Yes
964,,,Sweden,2017, 10.06 ,10.069,Dfc,f,Dc," 407,310 ",24.7,2.20,87.15,45.72,6.72,62.51,19.99," 13,915 "," 139,954 "," 52,577 ",65.1,73.0,0.91,85.61,Yes
965,,,Sweden,2018, 10.18 ,10.175,Dfc,f,Dc," 407,310 ",25.0,2.20,87.43,45.70,6.36,62.32,20.10," 13,868 "," 141,108 "," 52,983 ",65.2,73.0,0.91,85.61,Yes
966,,,Sweden,2019, 10.28 ,10.269,Dfc,f,Dc," 407,310 ",25.2,2.20,87.71,44.94,6.83,62.18,20.20," 13,842 "," 142,282 "," 53,490 ",65.5,73.4,0.92,85.61,Yes
967,,,Iceland,1995, 0.27 ,0.268,ET,T,E," 100,250 ",2.7,2.60,91.63,57.11,5.20,64.34,11.25," 17,711 "," 4,737 "," 34,188 ",51.3,60.5,0.74,78.17,No
968,,,Iceland,1996, 0.27 ,0.269,ET,T,E," 100,250 ",2.7,2.60,91.80,57.59,3.60,64.38,11.32," 18,180 "," 4,889 "," 35,557 ",51.7,60.5,0.74,78.17,No
969,,,Iceland,1997, 0.27 ,0.271,ET,T,E," 100,250 ",2.7,2.60,91.96,56.97,3.72,64.54,11.40," 19,684 "," 5,337 "," 37,303 ",52.8,60.5,0.76,78.17,No
970,,,Iceland,1998, 0.27 ,0.274,ET,T,E," 100,250 ",2.7,2.60,92.12,57.22,3.07,64.78,11.49," 22,157 "," 6,072 "," 39,623 ",54.3,60.5,0.77,78.17,No
971,,,Iceland,1999, 0.28 ,0.278,ET,T,E," 100,250 ",2.8,2.60,92.27,58.86,2.18,65.00,11.57," 24,897 "," 6,906 "," 40,726 ",55.5,60.5,0.78,78.17,No
972,,,Iceland,2000, 0.28 ,0.281,ET,T,E," 100,250 ",2.8,2.60,92.40,59.23,1.94,65.19,11.61," 26,234 "," 7,377 "," 42,175 ",56.9,70.1,0.79,78.17,No
973,,,Iceland,2001, 0.28 ,0.285,ET,T,E," 100,250 ",2.8,2.60,92.53,55.00,1.87,65.45,11.68," 27,087 "," 7,719 "," 43,288 ",56.8,70.1,0.80,78.17,No
974,,,Iceland,2002, 0.29 ,0.288,ET,T,E," 100,250 ",2.9,2.60,92.66,54.07,2.99,65.60,11.70," 28,154 "," 8,095 "," 43,143 ",59.0,70.1,0.81,78.17,No
975,,,Iceland,2003, 0.29 ,0.289,ET,T,E," 100,250 ",2.9,2.60,92.79,56.41,4.00,65.71,11.72," 28,257 "," 8,181 "," 43,764 ",60.3,70.1,0.83,78.17,No
976,,,Iceland,2004, 0.29 ,0.292,ET,T,E," 100,250 ",2.9,2.60,92.91,56.47,4.03,65.84,11.75," 28,407 "," 8,297 "," 46,766 ",60.2,70.1,0.83,78.17,No
977,,,Iceland,2005, 0.30 ,0.297,ET,T,E," 100,250 ",3.0,2.60,93.04,58.41,2.55,66.01,11.81," 28,116 "," 8,343 "," 48,851 ",60.5,70.1,0.84,78.17,Yes
978,,,Iceland,2006, 0.30 ,0.304,ET,T,E," 100,250 ",3.0,2.60,93.16,56.35,2.83,66.29,11.79," 31,681 "," 9,624 "," 50,732 ",58.9,70.1,0.84,78.17,Yes
979,,,Iceland,2007, 0.31 ,0.312,ET,T,E," 100,250 ",3.1,2.60,93.28,55.61,2.25,66.58,11.79," 37,225 "," 11,598 "," 53,646 ",62.7,70.1,0.84,78.17,Yes
980,,,Iceland,2008, 0.32 ,0.318,ET,T,E," 100,250 ",3.2,2.60,93.40,51.80,2.95,66.86,11.82," 50,347 "," 15,981 "," 53,821 ",61.5,68.7,0.85,78.17,Yes
981,,,Iceland,2009, 0.32 ,0.319,ET,T,E," 100,250 ",3.2,2.60,93.51,51.33,7.22,67.07,11.89," 51,281 "," 16,333 "," 49,527 ",64.9,68.7,0.85,78.17,Yes
982,,,Iceland,2010, 0.32 ,0.318,ET,T,E," 100,250 ",3.2,2.60,93.57,51.42,7.56,67.20,12.01," 52,069 "," 16,560 "," 48,194 ",61.9,68.7,0.85,78.17,Yes
983,,,Iceland,2011, 0.32 ,0.319,ET,T,E," 100,250 ",3.2,2.60,93.59,51.86,7.03,66.99,12.26," 52,208 "," 16,655 "," 48,934 ",61.1,68.7,0.87,78.17,Yes
984,,,Iceland,2012, 0.32 ,0.321,ET,T,E," 100,250 ",3.2,2.60,93.60,53.46,6.00,66.77,12.58," 53,324 "," 17,102 "," 49,192 ",62.0,68.7,0.88,78.17,Yes
985,,,Iceland,2013, 0.32 ,0.324,ET,T,E," 100,250 ",3.2,2.60,93.63,52.47,5.38,66.53,12.93," 54,997 "," 17,806 "," 50,947 ",62.9,71.6,0.90,78.17,Yes
986,,,Iceland,2014, 0.33 ,0.327,ET,T,E," 100,250 ",3.3,2.60,93.67,52.28,4.90,66.26,13.32," 53,774 "," 17,605 "," 51,233 ",63.8,71.6,0.91,78.17,Yes
987,,,Iceland,2015, 0.33 ,0.332,ET,T,E," 100,250 ",3.3,2.60,93.70,49.68,3.98,65.97,13.71," 55,463 "," 18,348 "," 52,952 ",64.4,71.6,0.91,78.17,Yes
988,,,Iceland,2016, 0.34 ,0.336,ET,T,E," 100,250 ",3.4,2.60,93.74,49.27,2.98,65.79,14.07," 53,566 "," 17,968 "," 55,514 ",65.5,71.6,0.91,78.17,Yes
989,,,Iceland,2017, 0.34 ,0.343,ET,T,E," 100,250 ",3.4,2.60,93.77,50.10,2.74,65.58,14.43," 54,319 "," 18,653 "," 56,501 ",65.6,73.4,0.91,78.17,Yes
990,,,Iceland,2018, 0.35 ,0.352,ET,T,E," 100,830 ",3.5,2.60,93.81,50.27,2.70,65.37,14.80," 54,488 "," 19,219 "," 57,699 ",65.7,73.4,0.92,78.17,Yes
991,,,Norway,1995, 4.36 ,4.362,Dfc,f,Dc," 365,244 ",11.9,2.29,73.79,48.89,6.31,64.53,16.01," 26,195 "," 114,191 "," 58,152 ",55.3,63.8,0.83,81.98,Yes
992,,,Norway,1996, 4.38 ,4.383,Dfc,f,Dc," 365,244 ",12.0,2.29,74.06,48.07,5.04,64.51,15.89," 25,747 "," 112,806 "," 60,767 ",53.6,63.8,0.83,81.98,Yes
993,,,Norway,1997, 4.41 ,4.403,Dfc,f,Dc," 365,244 ",12.1,2.29,74.48,46.90,4.69,64.52,15.75," 25,661 "," 113,042 "," 63,632 ",53.2,63.8,0.84,81.98,Yes
994,,,Norway,1998, 4.43 ,4.431,Dfc,f,Dc," 365,244 ",12.1,2.29,75.03,48.53,3.74,64.57,15.59," 26,686 "," 118,259 "," 64,914 ",56.6,63.8,0.87,81.98,Yes
995,,,Norway,1999, 4.46 ,4.461,Dfc,f,Dc," 365,244 ",12.2,2.29,75.57,47.17,3.25,64.65,15.42," 26,694 "," 119,106 "," 65,769 ",55.2,63.8,0.88,81.98,Yes
996,,,Norway,2000, 4.49 ,4.494,Dfc,f,Dc," 365,244 ",12.3,2.29,76.02,42.46,3.46,64.76,15.26," 27,205 "," 122,179 "," 67,438 ",49.9,55.9,0.89,81.98,Yes
997,,,Norway,2001, 4.51 ,4.512,Dfc,f,Dc," 365,244 ",12.4,2.29,76.38,42.67,3.74,64.89,15.15," 27,281 "," 123,141 "," 68,489 ",51.5,55.9,0.88,81.98,Yes
998,,,Norway,2002, 4.54 ,4.541,Dfc,f,Dc," 365,244 ",12.4,2.22,76.73,44.72,4.02,65.05,15.03," 26,277 "," 119,248 "," 69,106 ",53.5,55.9,0.88,81.98,Yes
999,,,Norway,2003, 4.56 ,4.567,Dfc,f,Dc," 365,244 ",12.5,2.22,77.08,45.72,4.22,65.24,14.93," 24,873 "," 113,542 "," 69,327 ",53.9,55.9,0.89,81.98,Yes
1000,,,Norway,2004, 4.59 ,4.597,Dfc,f,Dc," 365,244 ",12.6,2.22,77.40,44.33,4.26,65.42,14.86," 26,126 "," 119,967 "," 71,655 ",52.4,55.9,0.91,81.98,Yes
1001,,,Norway,2005, 4.62 ,4.620,Dfc,f,Dc," 365,244 ",12.6,2.22,77.68,41.94,4.38,65.57,14.82," 26,721 "," 123,540 "," 73,037 ",49.9,55.9,0.90,81.98,Yes
1002,,,Norway,2006, 4.66 ,4.662,Dfc,f,Dc," 365,244 ",12.8,2.22,77.95,40.25,3.40,65.79,14.77," 25,901 "," 120,717 "," 74,190 ",48.2,55.9,0.91,81.98,Yes
1003,,,Norway,2007, 4.71 ,4.709,Dfc,f,Dc," 365,244 ",12.9,2.22,78.23,40.48,2.49,65.97,14.73," 26,401 "," 124,325 "," 75,624 ",50.3,55.9,0.91,81.98,Yes
1004,,,Norway,2008, 4.77 ,4.772,Dfc,f,Dc," 365,244 ",13.1,2.22,78.53,38.39,2.55,66.12,14.73," 26,346 "," 125,624 "," 75,044 ",48.6,59.2,0.91,81.98,Yes
1005,,,Norway,2009, 4.83 ,4.828,Dfc,f,Dc," 365,244 ",13.2,2.22,78.82,42.25,3.10,66.24,14.77," 24,892 "," 120,198 "," 72,823 ",53.6,59.2,0.91,81.98,Yes
1006,,,Norway,2010, 4.89 ,4.893,Dfc,f,Dc," 365,244 ",13.4,2.22,79.10,41.95,3.52,66.30,14.89," 26,436 "," 129,252 "," 72,427 ",52.7,59.2,0.91,81.98,Yes
1007,,,Norway,2011, 4.95 ,4.955,Dfc,f,Dc," 365,244 ",13.6,2.22,79.46,40.29,3.21,66.21,15.11," 24,517 "," 121,433 "," 72,195 ",51.1,59.2,0.91,81.98,Yes
1008,,,Norway,2012, 5.02 ,5.015,Dfc,f,Dc," 365,244 ",13.7,2.22,79.87,39.70,3.12,66.11,15.40," 25,264 "," 126,788 "," 73,179 ",51.6,59.2,0.91,81.98,Yes
1009,,,Norway,2013, 5.08 ,5.077,Dfc,f,Dc," 365,123 ",13.9,2.22,80.29,40.19,3.42,65.98,15.73," 24,934 "," 126,657 "," 73,047 ",52.6,63.4,0.92,81.98,Yes
1010,,,Norway,2014, 5.14 ,5.142,Dfc,f,Dc," 365,108 ",14.1,2.22,80.69,41.02,3.48,65.85,16.04," 24,111 "," 123,866 "," 73,650 ",53.9,63.4,0.91,81.98,Yes
1011,,,Norway,2015, 5.19 ,5.182,Dfc,f,Dc," 365,191 ",14.2,2.22,81.09,43.53,4.30,65.73,16.30," 24,431 "," 126,764 "," 74,356 ",56.4,63.4,0.91,81.98,Yes
1012,,,Norway,2016, 5.23 ,5.233,Dfc,f,Dc," 365,146 ",14.3,2.22,81.49,45.56,4.68,65.60,16.59," 24,869 "," 130,178 "," 74,493 ",58.4,63.4,0.92,81.98,Yes
1013,,,Norway,2017, 5.28 ,5.279,Dfc,f,Dc," 365,123 ",14.5,2.22,81.87,44.66,4.16,65.49,16.83," 24,920 "," 131,503 "," 75,611 ",56.8,58.7,0.93,81.98,Yes
1014,,,Norway,2018, 5.31 ,5.314,Dfc,f,Dc," 365,108 ",14.6,2.22,82.25,42.96,3.80,65.40,17.05," 25,236 "," 134,052 "," 75,954 ",55.3,58.7,0.93,81.98,Yes
1015,,,Norway,2019, 5.35 ,5.349,Dfc,f,Dc," 365,108 ",14.7,2.22,82.62,44.31,3.69,65.31,17.27," 25,184 "," 134,679 "," 76,085 ",58.0,65.0,0.93,81.98,Yes
1016,,,Switzerland,1995, 7.04 ,7.043,Cfb,f,Cb," 39,529 ",178.2,2.23,73.65,56.29,3.33,67.67,14.68," 7,437 "," 52,364 "," 67,395 ",66.5,68.5,0.73,80.10,Yes
1017,,,Switzerland,1996, 7.07 ,7.074,Cfb,f,Cb," 39,528 ",179.0,2.23,73.60,57.13,3.71,67.48,14.80," 7,489 "," 52,961 "," 67,429 ",67.8,68.5,0.74,80.10,Yes
1018,,,Switzerland,1997, 7.09 ,7.086,Cfb,f,Cb," 39,527 ",179.3,2.23,73.55,57.69,4.20,67.36,14.92," 7,463 "," 52,905 "," 68,794 ",68.4,68.5,0.76,80.10,Yes
1019,,,Switzerland,1998, 7.11 ,7.116,Cfb,f,Cb," 39,526 ",180.0,2.23,73.49,57.40,3.60,67.30,15.05," 7,587 "," 53,943 "," 70,692 ",68.9,68.5,0.78,80.10,Yes
1020,,,Switzerland,1999, 7.14 ,7.139,Cfb,f,Cb," 39,525 ",180.6,2.23,73.44,57.70,3.15,67.28,15.16," 7,844 "," 56,040 "," 71,584 ",68.5,68.5,0.79,80.10,Yes
1021,,,Switzerland,2000, 7.18 ,7.179,Cfb,f,Cb," 39,524 ",181.6,2.23,73.38,56.54,2.67,67.29,15.27," 7,858 "," 56,452 "," 74,013 ",69.0,72.2,0.80,80.10,Yes
1022,,,Switzerland,2001, 7.23 ,7.231,Cfb,f,Cb," 39,523 ",183.0,2.23,73.38,56.65,2.49,67.39,15.37," 8,012 "," 57,929 "," 74,705 ",68.7,72.2,0.81,80.10,Yes
1023,,,Switzerland,2002, 7.28 ,7.280,Cfb,f,Cb," 39,522 ",184.2,2.23,73.40,56.74,2.92,67.51,15.46," 7,986 "," 58,178 "," 74,138 ",68.8,72.2,0.81,80.10,Yes
1024,,,Switzerland,2003, 7.34 ,7.337,Cfb,f,Cb," 39,521 ",185.7,2.23,73.43,57.02,4.12,67.66,15.54," 8,080 "," 59,301 "," 73,556 ",69.4,72.2,0.81,80.10,Yes
1025,,,Switzerland,2004, 7.39 ,7.391,Cfb,f,Cb," 39,520 ",187.0,2.23,73.45,56.63,4.32,67.80,15.65," 8,175 "," 60,408 "," 75,113 ",69.6,72.2,0.82,80.10,Yes
1026,,,Switzerland,2005, 7.44 ,7.440,Cfb,f,Cb," 39,518 ",188.3,2.23,73.48,55.81,4.44,67.93,15.78," 8,277 "," 61,554 "," 76,785 ",69.5,72.2,0.82,80.10,Yes
1027,,,Switzerland,2006, 7.48 ,7.486,Cfb,f,Cb," 39,517 ",189.4,2.23,73.50,54.10,4.00,68.03,15.95," 8,280 "," 61,965 "," 79,368 ",69.4,72.2,0.83,80.10,Yes
1028,,,Switzerland,2007, 7.55 ,7.548,Cfb,f,Cb," 39,516 ",191.0,2.23,73.53,52.71,3.65,68.10,16.15," 8,164 "," 61,644 "," 81,805 ",69.4,72.2,0.84,80.10,Yes
1029,,,Switzerland,2008, 7.65 ,7.650,Cfb,f,Cb," 39,516 ",193.6,2.23,73.56,52.26,3.35,68.14,16.37," 8,238 "," 62,998 "," 82,998 ",69.4,73.5,0.86,80.10,Yes
1030,,,Switzerland,2009, 7.74 ,7.746,Cfb,f,Cb," 39,516 ",196.0,2.23,73.58,53.65,4.12,68.12,16.62," 7,964 "," 61,668 "," 80,262 ",70.8,73.5,0.87,80.10,Yes
1031,,,Switzerland,2010, 7.82 ,7.827,Cfb,f,Cb," 39,516 ",198.1,2.23,73.61,52.91,4.80,68.05,16.89," 8,197 "," 64,144 "," 82,027 ",70.8,73.5,0.88,80.10,Yes
1032,,,Switzerland,2011, 7.91 ,7.916,Cfb,f,Cb," 39,516 ",200.3,2.23,73.63,52.43,4.40,67.94,17.10," 7,971 "," 63,073 "," 82,678 ",70.6,73.5,0.88,80.10,Yes
1033,,,Switzerland,2012, 8.00 ,8.000,Cfb,f,Cb," 39,516 ",202.4,2.23,73.65,52.42,4.48,67.80,17.33," 7,946 "," 63,540 "," 82,800 ",71.2,73.5,0.89,80.10,Yes
1034,,,Switzerland,2013, 8.09 ,8.085,Cfb,f,Cb," 39,516 ",204.6,2.23,73.67,52.49,4.75,67.62,17.57," 7,910 "," 63,990 "," 83,345 ",71.2,74.1,0.89,80.10,Yes
1035,,,Switzerland,2014, 8.19 ,8.194,Cfb,f,Cb," 39,516 ",207.4,2.23,73.70,51.92,4.83,67.41,17.80," 7,590 "," 62,153 "," 84,348 ",71.5,74.1,0.88,80.10,Yes
1036,,,Switzerland,2015, 8.28 ,8.283,Cfb,f,Cb," 39,516 ",209.6,2.23,73.72,52.25,4.80,67.21,18.00," 7,584 "," 62,816 "," 84,776 ",71.8,74.1,0.89,80.10,Yes
1037,,,Switzerland,2016, 8.37 ,8.368,Cfb,f,Cb," 39,516 ",211.8,2.23,73.74,52.25,4.92,66.94,18.23," 7,488 "," 62,698 "," 85,570 ",71.9,74.1,0.89,80.10,Yes
1038,,,Switzerland,2017, 8.45 ,8.451,Cfb,f,Cb," 39,516 ",213.9,2.23,73.76,52.66,4.80,66.70,18.43," 7,458 "," 63,030 "," 86,119 ",71.9,73.9,0.89,80.10,Yes
1039,,,Switzerland,2018, 8.51 ,8.516,Cfb,f,Cb," 39,516 ",215.5,2.23,73.80,51.75,4.71,66.47,18.62," 7,267 "," 61,872 "," 87,981 ",71.9,73.9,0.90,80.10,Yes
1040,,,Switzerland,2019, 8.58 ,8.574,Cfb,f,Cb," 39,516 ",217.0,2.23,73.85,51.69,4.39,66.22,18.84," 7,856 "," 67,367 "," 88,413 ",71.7,73.8,0.90,80.10,Yes
1041,,,United Kingdom,1995, 58.02 ,58.032,Cfb,f,Cb," 241,930 ",239.9,2.34,78.35,64.09,8.69,64.65,15.89," 5,699 "," 330,656 "," 32,716 ",64.9,71.3,0.79,79.97,Yes
1042,,,United Kingdom,1996, 58.17 ,58.219,Cfb,f,Cb," 241,930 ",240.6,2.34,78.41,64.43,8.19,64.64,15.91," 6,002 "," 349,113 "," 33,445 ",65.1,71.3,0.80,79.97,Yes
1043,,,United Kingdom,1997, 58.32 ,58.350,Cfb,f,Cb," 241,930 ",241.2,2.34,78.47,65.99,7.07,64.70,15.91," 5,971 "," 348,204 "," 35,019 ",65.6,71.3,0.81,79.97,Yes
1044,,,United Kingdom,1998, 58.49 ,58.482,Cfb,f,Cb," 241,930 ",241.7,2.34,78.53,66.61,6.20,64.80,15.91," 6,077 "," 355,408 "," 36,212 ",66.1,71.3,0.82,79.97,Yes
1045,,,United Kingdom,1999, 58.68 ,58.685,Cfb,f,Cb," 241,930 ",242.6,2.34,78.59,66.95,6.04,64.93,15.90," 6,167 "," 361,916 "," 37,281 ",66.1,71.3,0.83,79.97,Yes
1046,,,United Kingdom,2000, 58.89 ,58.846,Cfb,f,Cb," 241,930 ",243.2,2.34,78.65,66.68,5.56,65.07,15.89," 6,307 "," 371,440 "," 38,450 ",66.1,76.8,0.84,79.97,Yes
1047,,,United Kingdom,2001, 59.12 ,59.129,Cfb,f,Cb," 241,930 ",244.4,2.34,78.75,66.65,4.70,65.23,15.93," 6,336 "," 374,581 "," 39,348 ",67.4,76.8,0.84,79.97,Yes
1048,,,United Kingdom,2002, 59.37 ,59.418,Cfb,f,Cb," 241,930 ",245.6,2.31,79.05,66.30,5.04,65.41,15.96," 6,317 "," 375,072 "," 40,036 ",67.7,76.8,0.84,79.97,Yes
1049,,,United Kingdom,2003, 59.65 ,59.694,Cfb,f,Cb," 241,930 ",246.7,2.31,79.34,65.59,4.81,65.62,15.99," 6,349 "," 378,686 "," 41,173 ",68.3,76.8,0.85,79.97,Yes
1050,,,United Kingdom,2004, 59.99 ,60.002,Cfb,f,Cb," 241,930 ",248.0,2.31,79.63,65.54,4.59,65.82,16.01," 6,350 "," 380,897 "," 41,876 ",68.9,76.8,0.86,79.97,Yes
1051,,,United Kingdom,2005, 60.40 ,60.449,Cfb,f,Cb," 241,930 ",249.9,2.31,79.92,64.93,4.75,65.99,16.04," 6,376 "," 385,097 "," 42,819 ",69.3,76.8,0.87,79.97,Yes
1052,,,United Kingdom,2006, 60.85 ,60.856,Cfb,f,Cb," 241,930 ",251.5,2.31,80.20,64.18,5.35,66.06,16.11," 6,268 "," 381,378 "," 43,650 ",69.2,76.8,0.86,79.97,Yes
1053,,,United Kingdom,2007, 61.32 ,61.340,Cfb,f,Cb," 241,930 ",253.5,2.31,80.48,63.97,5.26,66.11,16.17," 6,185 "," 379,280 "," 44,334 ",69.7,76.8,0.86,79.97,Yes
1054,,,United Kingdom,2008, 61.81 ,61.782,Cfb,f,Cb," 241,930 ",255.4,2.31,80.76,64.24,5.62,66.11,16.25," 6,119 "," 378,203 "," 43,864 ",69.9,78.2,0.87,79.97,Yes
1055,,,United Kingdom,2009, 62.28 ,62.274,Cfb,f,Cb," 241,930 ",257.4,2.31,81.03,64.59,7.54,66.05,16.38," 5,751 "," 358,165 "," 41,742 ",71.6,78.2,0.88,79.97,Yes
1056,,,United Kingdom,2010, 62.77 ,62.780,Cfb,f,Cb," 241,930 ",259.5,2.31,81.30,64.23,7.79,65.93,16.57," 5,806 "," 364,395 "," 42,275 ",70.6,78.2,0.90,79.97,Yes
1057,,,United Kingdom,2011, 63.26 ,63.271,Cfb,f,Cb," 241,930 ",261.5,2.31,81.57,64.25,8.04,65.64,16.81," 5,595 "," 353,910 "," 42,481 ",70.1,78.2,0.87,79.97,Yes
1058,,,United Kingdom,2012, 63.70 ,63.759,Cfb,f,Cb," 241,930 ",263.5,2.31,81.84,64.57,7.88,65.34,17.11," 5,554 "," 353,775 "," 42,790 ",70.3,78.2,0.87,79.97,Yes
1059,,,United Kingdom,2013, 64.13 ,64.087,Cfb,f,Cb," 241,930 ",264.9,2.31,82.10,64.80,7.52,65.04,17.43," 5,472 "," 350,935 "," 43,434 ",69.9,78.6,0.91,79.97,Yes
1060,,,United Kingdom,2014, 64.60 ,64.583,Cfb,f,Cb," 241,930 ",266.9,2.31,82.37,64.44,6.11,64.74,17.73," 5,236 "," 338,254 "," 44,350 ",70.1,78.6,0.92,79.97,Yes
1061,,,United Kingdom,2015, 65.12 ,65.166,Cfb,f,Cb," 241,930 ",269.4,2.31,82.63,64.46,5.30,64.47,17.97," 5,296 "," 344,843 "," 45,039 ",70.5,78.6,0.91,79.97,Yes
1062,,,United Kingdom,2016, 65.61 ,65.652,Cfb,f,Cb," 241,930 ",271.4,2.31,82.89,64.85,4.81,64.25,18.16," 5,145 "," 337,542 "," 45,469 ",71.1,78.6,0.91,79.97,Yes
1063,,,United Kingdom,2017, 66.06 ,66.051,Cfb,f,Cb," 241,930 ",273.0,2.31,83.14,64.50,4.33,64.07,18.29," 5,050 "," 333,601 "," 45,947 ",70.9,79.0,0.91,79.97,Yes
1064,,,United Kingdom,2018, 66.46 ,66.492,Cfb,f,Cb," 241,930 ",274.8,2.31,83.40,64.95,4.00,63.93,18.40," 5,013 "," 333,183 "," 46,242 ",70.9,79.0,0.92,79.97,Yes
1065,,,Turkey,2006, 68.76 ,69.313,Csa,s,Ca," 769,630 ",90.1,4.07,68.45,61.72,8.72,65.00,6.79," 2,442 "," 167,880 "," 8,174 ",53.4,60.7,0.54,70.38,Yes
1066,,,Turkey,2008, 70.42 ,71.135,Csa,s,Ca," 769,630 ",92.4,4.07,69.65,61.08,9.71,65.46,6.99," 2,690 "," 189,430 "," 8,451 ",55.5,62.0,0.55,70.38,Yes
1067,,,Turkey,2010, 72.33 ,73.054,Csa,s,Ca," 769,630 ",94.9,4.07,70.83,62.68,10.66,65.89,7.21," 2,797 "," 202,272 "," 8,492 ",54.5,62.0,0.60,70.38,Yes
1068,,,Turkey,2012, 74.65 ,75.088,Csa,s,Ca," 769,630 ",97.6,4.07,71.97,61.91,8.15,66.19,7.43," 3,089 "," 230,580 "," 9,587 ",54.0,62.0,0.64,70.38,Yes
1069,,,United States,1990, 249.62 ,249.623,Cfa,f,Ca," 9,158,960 ",27.3,2.63,75.30,63.88,6.80,65.70,12.63," 12,055 "," 3,009,239 "," 39,278 ",74.5,74.5,0.84,76.01,Yes
1070,,,United States,2000, 282.16 ,282.162,Cfa,f,Ca," 9,161,920 ",30.8,2.62,79.06,66.01,3.99,65.96,12.33," 13,534 "," 3,818,903 "," 48,689 ",72.8,77.5,0.85,76.01,Yes
1071,,,United States,2005, 295.52 ,295.516,Cfa,f,Ca," 9,161,920 ",32.3,2.57,79.93,67.26,5.08,66.81,12.31," 13,809 "," 4,080,649 "," 52,796 ",74.0,77.5,0.86,76.01,Yes
1072,,,United States,2010, 309.33 ,309.327,Cfa,f,Ca," 9,147,420 ",33.8,2.59,80.77,68.44,9.63,66.81,12.98," 13,434 "," 4,155,366 "," 52,760 ",76.2,79.3,0.89,76.01,Yes
1073,,,United States,2011, 311.58 ,311.583,Cfa,f,Ca," 9,147,420 ",34.1,2.56,80.94,68.84,8.95,66.72,13.25," 13,302 "," 4,144,547 "," 53,190 ",75.9,79.3,0.90,76.01,Yes
1074,,,United States,2012, 313.88 ,313.878,Cfa,f,Ca," 9,147,420 ",34.3,2.55,81.12,68.21,8.07,66.62,13.56," 13,061 "," 4,099,686 "," 53,989 ",76.1,79.3,0.90,76.01,Yes
1075,,,United States,2013, 316.06 ,316.060,Cfa,f,Ca," 9,147,420 ",34.6,2.54,81.30,67.70,7.37,66.48,13.91," 13,062 "," 4,128,465 "," 54,604 ",75.8,80.2,0.89,76.01,Yes
1076,,,United States,2014, 318.39 ,318.386,Cfa,f,Ca," 9,147,420 ",34.8,2.54,81.48,67.60,6.17,66.32,14.27," 13,036 "," 4,150,538 "," 55,574 ",75.8,80.2,0.89,76.01,Yes
1077,,,United States,2015, 320.74 ,320.739,Cfa,f,Ca," 9,147,420 ",35.1,2.54,81.67,67.24,5.28,66.13,14.64," 12,941 "," 4,150,687 "," 56,863 ",76.8,80.2,0.89,76.01,Yes
